web,,updated_node_name,unchanged_node_name,old_node_name,species,genus,family,order,class,phylum,kingdom,tiering,feeding,motility,zooplankton,detritus,size_worms_min,size_worms_max,size_heim_max,size_manual_max,og_body_weight,size_max,size_stat,present_in_og_el
kongsfjorden,,,Leptagonus decagonus,,Leptagonus decagonus,Leptagonus,Agonidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,1,0,70,500,NA,NA,43.5,NA,NA,1
kongsfjorden,,,Artediellus europeus,,Artediellus europeus,Artediellus,Cottidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,30,990,NA,NA,78.2,NA,NA,1
kongsfjorden,,,Gymnocanthus tricuspis,,Gymnocanthus tricuspis,Gymnocanthus,Cottidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,30,990,NA,NA,1010,NA,NA,1
kongsfjorden,,,Myoxocephalus scorpius,,Myoxocephalus scorpius,Myoxocephalus,Cottidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,30,990,NA,NA,58.5,NA,NA,1
loughhyne,,,Myoxocephalus_167318,,Myoxocephalus167318,Myoxocephalus,Cottidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,30,990,NA,NA,16048,NA,NA,1
ythanjacob,,Myoxocephalus scorpius,,Myxocephalus scorpius,Myoxocephalus scorpius,Myoxocephalus,Cottidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,30,990,NA,NA,15,NA,NA,1
loughhyne,,,Taurulus_167390,,Taurulus167390,Taurulus,Cottidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,30,990,NA,NA,240.63,NA,NA,1
loughhyne,,,Cyclopterus_167612,,Cyclopterus167612,Cyclopterus,Cyclopteridae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,20,610,NA,NA,9500,NA,NA,1
kongsfjorden,,,Eumicotremus derjugini,,Eumicotremus derjugini,Eumicrotremus,Cyclopteridae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,20,610,NA,NA,23,NA,NA,1
kongsfjorden,,,Careproctus reinhardti,,Careproctus reinhardti,Careproctus,Liparidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,18,1044,NA,NA,23.1,NA,NA,1
kongsfjorden,,,Liparis fabricii,,Liparis fabricii,Liparis,Liparidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,18,1044,NA,NA,50,NA,NA,1
kongsfjorden,,,Liparis liparis,,Liparis liparis,Liparis,Liparidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,18,1044,NA,NA,NULL,NA,NA,1
loughhyne,,,Liparis_167581,,Liparis167581,Liparis,Liparidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,18,1044,NA,NA,52.19,NA,NA,1
kongsfjorden,,,Sebastes marinus,,Sebastes marinus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,24.3,900,NA,NA,241,NA,NA,1
kongsfjorden,,,Sebastes mentella,,Sebastes mentella,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,24.3,900,NA,NA,2000,NA,NA,1
loughhyne,,,Eutrigla_167044,,Eutrigla167044,Eutrigla,Triglidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,450,NA,956,NA,NA,1
stmarks,,,Prionotus scitulus,,Prionotus scitulus,Prionotus,Triglidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,NA,NA,450,NA,366,NA,NA,1
stmarks,,,Prionotus tribulus,,Prionotus tribulus,Prionotus,Triglidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,NA,NA,450,NA,714,NA,NA,1
stmarks,,,Arius felis,,Arius felis,Ariopsis,Ariidae,Siluriformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,1,1,90,1900,NA,NA,5500,NA,NA,1
ythanjacob,,Syngnathus rostellatus,,Sygnathus rostellatus,Syngnathus rostellatus,Syngnathus,Syngnathidae,Syngnathiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,13.4,950,NA,NA,2,NA,NA,1
loughhyne,,,Balistes_173138,,Balistes173138,Balistes,Balistidae,Tetraodontiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,131,1000,NA,NA,6150,NA,NA,1
loughhyne,,,Zeus_166287,,Zeus166287,Zeus,Zeidae,Zeiformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,1,0,400,900,NA,NA,58.52,NA,NA,1
loughhyne,,,Fritillaria_159675,,Fritillaria159675,Fritillaria,Fritillaridae,Copelata,Appendicularia,Chordata,Animalia,t_pela,f_susp,m_slow,0,1,NA,NA,NA,3,0.0928,NA,NA,1
sanak,,,Appendicularia,,NA,NA,Fritillariidae,Copelata,Appendicularia,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
loughhyne,,,Oikopleura_159669,,Oikopleura159669,Oikopleura,Oikopleuridae,Copelata,Appendicularia,Chordata,Animalia,t_pela,f_susp,m_slow,0,1,NA,NA,NA,1.3,0.0000401,NA,NA,1
Weddell,,,Ascidia challengeri,,Ascidia challengeri,Ascidia,Ascidiidae,Enterogona,Ascidiacea,Chordata,Animalia,t_surf,f_susp,m_nmat,0,1,20,180,NA,NA,0.69,NA,s_medi,NA
Weddell,,,Sycozoa sigillinoides,,Sycozoa sigillinoides,Sycozoa,Clavelinidae,Enterogona,Ascidiacea,Chordata,Animalia,t_surf,f_susp,m_nmat,0,1,0.4,20,NA,NA,0.01,NA,s_medi,NA
sanak,,,Clavelinidae,,NA,NA,Clavelinidae,Enterogona,Ascidiacea,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Weddell,,,Corella eumyota,,Corella eumyota,Corella,Corellidae,Enterogona,Ascidiacea,Chordata,Animalia,t_surf,f_susp,m_nmat,0,1,NA,NA,NA,50,5.6,NA,s_medi,NA
loughhyne,,,Lissoclinum_206901,,Lissoclinum206901,Lissoclinum,Didemnidae,Enterogona,Ascidiacea,Chordata,Animalia,t_surf,f_susp,m_nmat,0,1,0.015,30,NA,NA,0.0507,NA,NA,1
Weddell,,,Aplidium vastum,,Aplidium vastum,Aplidium,Polyclinidae,Enterogona,Ascidiacea,Chordata,Animalia,t_surf,f_susp,m_nmat,0,1,0.4,100,NA,NA,5.6,NA,s_medi,NA
loughhyne,,,Morchellium_159037,,Morchellium159037,Morchellium,Polyclinidae,Enterogona,Ascidiacea,Chordata,Animalia,t_surf,f_susp,m_nmat,0,1,0.4,100,NA,NA,0.636,NA,NA,1
Weddell,,,Synoicum adareanum,,Synoicum adareanum,Synoicum,Polyclinidae,Enterogona,Ascidiacea,Chordata,Animalia,t_surf,f_susp,m_nmat,0,1,0.4,100,NA,NA,4.1,NA,s_medi,NA
sanak,,,Aplidium,,NA,NA,Polyclinidae,Enterogona,Ascidiacea,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Weddell,,,Molgula pedunculata,,Molgula pedunculata,Molgula,Molgulidae,Pleurogona,Ascidiacea,Chordata,Animalia,t_surf,f_susp,m_nmun,0,1,10,80,NA,NA,11,NA,s_medi,NA
kongsfjorden,,,Halocynthia pyriformis,,Halocynthia pyriformis,Halocynthia,Pyuridae,Pleurogona,Ascidiacea,Chordata,Animalia,t_surf,f_susp,m_nmat,0,1,10,40,NA,NA,0.98,NA,NA,1
Weddell,,,Pyura bouvetensis,,Pyura bouvetensis,Pyura,Pyuridae,Pleurogona,Ascidiacea,Chordata,Animalia,t_surf,f_susp,m_nmat,0,1,10,40,NA,NA,0.085,NA,s_medi,NA
Weddell,,,Pyura discoveryi,,Pyura discoveryi,Pyura,Pyuridae,Pleurogona,Ascidiacea,Chordata,Animalia,t_surf,f_susp,m_nmat,0,1,10,40,NA,NA,0.15,NA,s_medi,NA
Weddell,,,Pyura setosa,,Pyura setosa,Pyura,Pyuridae,Pleurogona,Ascidiacea,Chordata,Animalia,t_surf,f_susp,m_nmat,0,1,10,40,NA,NA,0.29,NA,s_medi,NA
Weddell,,,Pyura tunicata,,Pyura tunicata,Pyura,Pyuridae,Pleurogona,Ascidiacea,Chordata,Animalia,t_surf,f_susp,m_nmat,0,1,10,40,NA,NA,0.19,NA,s_medi,NA
loughhyne,,,Botrylloides_159230,,Botrylloides159230,Botrylloides,Styelidae,Pleurogona,Ascidiacea,Chordata,Animalia,t_surf,f_susp,m_nmat,0,1,0.22,140,NA,NA,0.0543,NA,NA,1
loughhyne,,,Botryllus_159373,,Botryllus159373,Botryllus,Styelidae,Pleurogona,Ascidiacea,Chordata,Animalia,t_surf,f_susp,m_nmat,0,1,0.22,140,NA,NA,0.0317,NA,NA,1
Weddell,,,Cnemidocarpa verrucosa,,Cnemidocarpa verrucosa,Cnemidocarpa,Styelidae,Pleurogona,Ascidiacea,Chordata,Animalia,t_surf,f_susp,m_nmat,0,1,0.22,140,NA,NA,15,NA,s_medi,NA
kongsfjorden,,,Styela rustica,,Styela rustica,Styela,Styelidae,Pleurogona,Ascidiacea,Chordata,Animalia,t_surf,f_susp,m_nmat,0,1,0.22,140,NA,NA,0.61,NA,NA,1
sanak,,,Molgulidae,,NA,NA,Molgulidae,Stolidobranchia,Ascidiacea,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Boltenia,,NA,NA,Pyuridae,Stolidobranchia,Ascidiacea,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Halocynthia,,NA,NA,Pyuridae,Stolidobranchia,Ascidiacea,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Pyura,,NA,NA,Pyuridae,Stolidobranchia,Ascidiacea,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Styela,,NA,NA,Styelidae,Stolidobranchia,Ascidiacea,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Aquila chrysaetos,,NA,NA,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Buteo lagopus,,NA,NA,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Haliaeetus leucocephalus,,NA,NA,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
stmarks,,,Anas discors,,Anas discors,Anas,Anatidae,Anseriformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,370,NA,NA,1
ythanjacob,,,Anas penelope,,Anas penelope,Anas,Anatidae,Anseriformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,7.10E+02,NA,NA,1
stmarks,,,Bucephala albeola,,Bucephala albeola,Bucephala,Anatidae,Anseriformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,450,NA,NA,1
ythanjacob,,,Cygnus olor,,Cygnus olor,Cygnus,Anatidae,Anseriformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,1.03E+04,NA,NA,1
stmarks,,,Lophodytes cucullatus,,Lophodytes cucullatus,Lophodytes,Anatidae,Anseriformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,600,NA,NA,1
stmarks,,,Mergus serrator,,Mergus serrator,Mergus,Anatidae,Anseriformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,1990,NA,NA,1
kongsfjorden,,,Somateria mollissima,,Somateria mollissima,Somateria,Anatidae,Anseriformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,1110,NA,NA,1
sanak,,,Somateria mollissima,,Somateria mollissima,Somateria,Anatidae,Anseriformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,1110,NA,NA,1
ythanjacob,,Somateria mollissima,,Somateria mollissima.1,Somateria mollissima,Somateria,Anatidae,Anseriformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,1110,NA,NA,1
ythanjacob,,,Somateria mollissima,,Somateria mollissima,Somateria,Anatidae,Anseriformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,1110,NA,NA,1
ythanjacob,,,Tadorna tadorna,,Tadorna tadorna,Tadorna,Anatidae,Anseriformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,1.11E+03,NA,NA,1
sanak,,,Anas,,NA,NA,Anatidae,Anseriformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Aythya marila,,NA,NA,Anatidae,Anseriformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Branta bernicla,,NA,NA,Anatidae,Anseriformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Branta canadensis,,NA,NA,Anatidae,Anseriformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Bucephala,,NA,NA,Anatidae,Anseriformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Chen canagica,,NA,NA,Anatidae,Anseriformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Clangula hyemalis,,NA,NA,Anatidae,Anseriformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Cygnus columbianus,,NA,NA,Anatidae,Anseriformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Histrionicus histrionicus,,NA,NA,Anatidae,Anseriformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Melanitta fusca,,NA,NA,Anatidae,Anseriformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Melanitta nigra,,NA,NA,Anatidae,Anseriformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Melanitta perspicillata,,NA,NA,Anatidae,Anseriformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Mergus,,NA,NA,Anatidae,Anseriformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Polysticta stelleri,,NA,NA,Anatidae,Anseriformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Somateria spectabilis,,NA,NA,Anatidae,Anseriformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Aethia cristatella,,NA,NA,Alcidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Aethia psittacula,,NA,NA,Alcidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Brachyramphus marmoratus,,NA,NA,Alcidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Cepphus columba,,NA,NA,Alcidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Fratercula cirrhata,,NA,NA,Alcidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Fratercula corniculata,,NA,NA,Alcidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Ptychoramphus aleuticus,,NA,NA,Alcidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Synthliboramphus antiquus,,NA,NA,Alcidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Uria aalge,,NA,NA,Alcidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Uria lomvia,,NA,NA,Alcidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Charadrius semipalmatus,,NA,NA,Charadriidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Haematopus bachmani,,NA,NA,Haematopodidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Larus argentatus,,NA,NA,Laridae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Larus canus,,NA,NA,Laridae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Larus glaucescens,,NA,NA,Laridae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Larus hyperboreus,,NA,NA,Laridae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Rissa tridactyla,,NA,NA,Laridae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Sterna,,NA,NA,Laridae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Calidris,,NA,NA,Scolopacidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Gallinago,,NA,NA,Scolopacidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Limosa lapponica,,NA,NA,Scolopacidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Phalaropus lobatus,,NA,NA,Scolopacidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Tringa incana,,NA,NA,Scolopacidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Tringa melanoleuca,,NA,NA,Scolopacidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Stercorarius parasiticus,,NA,NA,Stercorariidae,Charadriiformes,Aves,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
stmarks,,,Circus cyaneus,,Circus cyaneus,Circus,Accipitridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,530,NA,NA,1
stmarks,,,Haliaeetus leucocephalus,,Haliaeetus leucocephalus,Haliaeetus,Accipitridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,7000,NA,NA,1
kongsfjorden,,,Alle alle,,Alle alle,Alle,Alcidae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,78.1,NA,NA,1
kongsfjorden,,,Cepphus grylle,,Cepphus grylle,grylle,Alcidae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,326,NA,NA,1
loughhyne,,,Ardea_174772,,Ardea174772,Ardea,Ardeidae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,4009.69,NA,NA,1
stmarks,,Ardea albus,,Casmerodius albus,Ardea albus,Ardea,Ardeidae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,1500,NA,NA,1
stmarks,,,Ardea herodias,,Ardea herodias,Ardea,Ardeidae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,3600,NA,NA,1
ythanjacob,,,Ardea cinerea,,Ardea cinerea,Ardea,Ardeidae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,1.10E+03,NA,NA,1
stmarks,,,Charadrius semipalmatus,,Charadrius semipalmatus,Charadrius,Charadriidae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,65,NA,NA,1
ythanjacob,,,Haematopus ostralegus,,Haematopus ostralegus,Haematopus,Charadriidae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,5.40E+02,NA,NA,1
ythanjacob,,,Pluvialis apricaria,,Pluvialis apricaria,Pluvialis,Charadriidae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,1.80E+02,NA,NA,1
ythanjacob,,,Pluvialis squatarola,,Pluvialis squatarola,Pluvialis,Charadriidae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,2.27E+02,NA,NA,1
ythanjacob,,,Vanellus vanellus,,Vanellus vanellus,Vanellus ,Charadriidae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,2.43E+02,NA,NA,1
stmarks,,,Gavia immer,,Gavia immer,Gavia,Gaviidae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,4500,NA,NA,1
Weddell,,,Oceanites oceanicus,,Oceanites oceanicus,Oceanites,Hydrobatidae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,600,NA,NA,NA
kongsfjorden,,,Larus hyperboreus,,Larus hyperboreus,Larus,Laridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,2366.98,NA,NA,1
loughhyne,,,Larus_176815,,Larus176815,Larus,Laridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,2366.98,NA,NA,NA,NA,NA,NA,1
loughhyne,,,Larus_176824,,Larus176824,Larus,Laridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,2000,NA,NA,NA,NA,NA,NA,1
stmarks,,,Larus argentatus,,Larus argentatus,Larus,Laridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,1250,NA,NA,1
stmarks,,,Larus atricilla,,Larus atricilla,Larus,Laridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,642,NA,NA,1
stmarks,,,Larus delawarensis,,Larus delawarensis,Larus,Laridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,1050,NA,NA,1
ythanjacob,,,Larus aragentatus,,Larus aragentatus,Larus,Laridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,8.85E+02,NA,NA,1
ythanjacob,,,Larus canus,,Larus canus,Larus,Laridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,3.86E+02,NA,NA,1
ythanjacob,,,Larus marinus,,Larus marinus,Larus,Laridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,1.33E+03,NA,NA,1
ythanjacob,,,Larus ridibundus,,Larus ridibundus,Larus,Laridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,1.80E+02,NA,NA,1
kongsfjorden,,,Rissa tridactyla,,Rissa tridactyla,Rissa,Laridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,600,NA,NA,1
kongsfjorden,,,Sterna paradisaea,,Sterna paradisaea,Sterna,Laridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,40.8,NA,NA,1
stmarks,,,Sterna forsteri,,Sterna forsteri,Sterna,Laridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,450,NA,NA,1
Weddell,,,Sterna paradisaea,,Sterna paradisaea,Sterna,Laridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,380,NA,NA,NA
Weddell,,,Sterna vittata,,Sterna vittata,Sterna,Laridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,420,NA,NA,NA
ythanjacob,,,Sterna hirundo,,Sterna hirundo,Sterna,Laridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,1.26E+02,NA,NA,1
ythanjacob,,,Sterna paradisea,,Sterna paradisea,Sterna,Laridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,1.10E+02,NA,NA,1
ythanjacob,,,Sterna Sandvicensis,,Sterna Sandvicensis,Sterna,Laridae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,2.30E+02,NA,NA,1
ythanjacob,,,Charadris hiaticula,,Charadris hiaticula,Charadris,NA,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,6.30E+01,NA,NA,1
loughhyne,,,Phalacrocorax_174715,,Phalacrocorax174715,Phalacrocorax,Phalacrocoracidae,Ciconiiformes,Aves,Chordata,Animalia,t_land,f_pred,m_fast,0,0,NA,NA,NA,NA,4290.37,NA,NA,1
